spp_com,dbh,date_plant,neighborhood,POINT_X,POINT_Y
Honeylocust,2,--,Back Bay/Beacon Hill,-71.08594,42.34537
"Linden, Littleleaf",27,--,East Boston,-71.02072,42.38185
"Linden, Littleleaf",21,--,Hyde Park,-71.12486,42.24277
"Maple, Amur",4,--,East Boston,-71.03416,42.37826
"Maple, Red",2,--,Central Boston,-71.05476,42.36143
"Pagoda Tree, Japanese",17,--,East Boston,-71.03999,42.37914
"Linden, Littleleaf",20,--,Back Bay/Beacon Hill,-71.08068,42.35332
Honeylocust,9,--,Central Boston,-71.05818,42.36271
"Planetree, London",12,--,Charlestown,-71.06621,42.38081
"Maple, Norway",10,--,Back Bay/Beacon Hill,-71.07995,42.35248
"Linden, Littleleaf",22,--,Back Bay/Beacon Hill,-71.07436,42.35366
Honeylocust,15,--,Back Bay/Beacon Hill,-71.07323,42.35549
"Linden, Littleleaf",7,--,Central Boston,-71.06244,42.34856
"Linden, Littleleaf",6,--,Back Bay/Beacon Hill,-71.08032,42.35341
"Linden, Littleleaf",31,--,Back Bay/Beacon Hill,-71.07838,42.35393
"Elm, American",13,--,Back Bay/Beacon Hill,-71.0775,42.354
"Coffeetree, Kentucky",5,--,Back Bay/Beacon Hill,-71.08102,42.35321
"Linden, Littleleaf",12,--,Back Bay/Beacon Hill,-71.07824,42.35397
"Linden, Littleleaf",9,--,Central Boston,-71.06253,42.34835
Apple/Crabapple,4,--,Back Bay/Beacon Hill,-71.07765,42.35413
"Linden, Littleleaf",11,--,Back Bay/Beacon Hill,-71.07535,42.35475
Honeylocust,15,--,Central Boston,-71.06257,42.35582
"Pear, Callery",6,--,Central Boston,-71.0639,42.34867
"Linden, Littleleaf",14,--,Back Bay/Beacon Hill,-71.07109,42.3557
"Linden, Littleleaf",14,--,Back Bay/Beacon Hill,-71.07884,42.35381
"Zelkova, Japanese",8,--,Back Bay/Beacon Hill,-71.07005,42.35715
"Elm, American",9,--,Back Bay/Beacon Hill,-71.07024,42.35751
"Linden, Littleleaf",15,--,Back Bay/Beacon Hill,-71.06442,42.36029
Sweetgum 'Happidaze',2,Spring 2024,Back Bay/Beacon Hill,-71.06836,42.36026
"Pagoda Tree, Japanese",3,--,Back Bay/Beacon Hill,-71.06452,42.36037
Elm,5,--,Back Bay/Beacon Hill,-71.07018,42.35738
Honeylocust,3,--,Back Bay/Beacon Hill,-71.06781,42.35964
Apple/Crabapple,2,--,Back Bay/Beacon Hill,-71.06451,42.36024
"Maple, Norway",7,--,Back Bay/Beacon Hill,-71.06809,42.36027
Honeylocust,10,--,Back Bay/Beacon Hill,-71.06464,42.35939
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.06484,42.35931
Apple/Crabapple,3,--,East Boston,-71.00006,42.39081
Apple/Crabapple,8,--,East Boston,-71.0314,42.36479
Honeylocust,4,--,Back Bay/Beacon Hill,-71.06455,42.35939
Ginkgo,3,--,Back Bay/Beacon Hill,-71.06427,42.35946
"Cherry, Yoshino Flowering",4,--,East Boston,-71.03129,42.36479
Sweetgum 'Happidaze',2,Spring 2023,Back Bay/Beacon Hill,-71.07721,42.35334
"Linden, Littleleaf",13,--,Back Bay/Beacon Hill,-71.06992,42.35891
"Maple, Red",4,--,South End,-71.07427,42.34602
Honeylocust,3,--,Back Bay/Beacon Hill,-71.07189,42.35657
"Oak, Sawtooth",1,--,Back Bay/Beacon Hill,-71.0701,42.36021
"Linden, Littleleaf",17,--,Back Bay/Beacon Hill,-71.07004,42.35997
"Hornbeam, European",2,Spring 2024,Back Bay/Beacon Hill,-71.0701,42.36067
"Oak, Shingle",2,--,Back Bay/Beacon Hill,-71.07179,42.35673
"Oak, Willow",2,Spring 2024,Back Bay/Beacon Hill,-71.07011,42.36076
Ginkgo,6,--,Back Bay/Beacon Hill,-71.06648,42.35782
"Zelkova, Japanese",9,--,Dorchester,-71.08806,42.29784
"Elm, American",24,--,Back Bay/Beacon Hill,-71.07036,42.35606
"Ash, Green",8,--,Dorchester,-71.05626,42.296
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.06935,42.35749
"Sweetgum, Common",2,Spring 2024,Central Boston,-71.05667,42.36482
Honeylocust,4,--,Back Bay/Beacon Hill,-71.06979,42.35781
"Zelkova, Japanese",3,--,Back Bay/Beacon Hill,-71.06924,42.35729
Honeylocust,12,--,Back Bay/Beacon Hill,-71.06588,42.35734
"Basswood, American",19,--,Back Bay/Beacon Hill,-71.06738,42.35762
"Linden, Littleleaf",15,--,Back Bay/Beacon Hill,-71.06873,42.35733
Honeylocust,2,--,Dorchester,-71.07205,42.29435
"Linden, Littleleaf",15,--,Back Bay/Beacon Hill,-71.06678,42.35766
"Linden, Littleleaf",12,--,Back Bay/Beacon Hill,-71.06664,42.35779
"Oak, Pin",2,Fall 2022,Back Bay/Beacon Hill,-71.07062,42.35744
"Lilac, Japanese Tree",4,--,East Boston,-71.03381,42.37022
"Linden, Littleleaf",8,--,Back Bay/Beacon Hill,-71.06513,42.35852
"Elm, American",8,--,Back Bay/Beacon Hill,-71.07024,42.35609
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.06442,42.3604
Honeylocust,16,--,East Boston,-71.02174,42.38201
"Oak, Willow",4,--,Charlestown,-71.06204,42.37318
"Linden, Littleleaf",16,--,Back Bay/Beacon Hill,-71.07175,42.35698
"Oak, Sawtooth",1,--,Back Bay/Beacon Hill,-71.07012,42.3601
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.0701,42.36041
"Maple, Norway",5,--,Dorchester,-71.06462,42.29612
Ginkgo,11,--,South End,-71.06888,42.34327
"Oak, Swamp White",9,--,Roslindale,-71.1088,42.28632
"Zelkova, Japanese",9,--,Jamaica Plain,-71.10376,42.31013
"Elm, American",4,--,Fenway/Longwood,-71.08724,42.34087
"Sweetgum, Common",5,--,East Boston,-71.0402,42.36578
Ginkgo,1,--,Charlestown,-71.06267,42.3763
"Maple, Amur",3,--,Dorchester,-71.05175,42.29055
"Planetree, London",20,--,South End,-71.067,42.34467
"Oak, Pin",9,--,Roslindale,-71.1353,42.28637
"Linden, Littleleaf",19,--,South End,-71.07658,42.33919
"Pear, Callery",14,--,Dorchester,-71.0602,42.28028
"Sweetgum, Common",5,--,East Boston,-71.04015,42.36576
Elm,7,--,Mattapan,-71.09553,42.28004
"Elm, American",4,--,Fenway/Longwood,-71.08742,42.34079
Honeylocust,3,--,Dorchester,-71.08055,42.31203
"Maple, Norway 'Crimson King'",15,--,South End,-71.07724,42.33974
"Planetree, London",14,--,Roxbury,-71.09284,42.32983
Scheduled Planting Site - Fall 2025,0,--,South End,-71.06825,42.34361
"Elm, prospector",3,--,Roslindale,-71.12218,42.29216
"Oak, Swamp White",2,Spring 2024,West Roxbury,-71.16449,42.27725
"Zelkova, Musashino",2,Spring 2025,Jamaica Plain,-71.10491,42.3092
Elm,5,--,South End,-71.06641,42.3432
Honeylocust,11,--,Mattapan,-71.09332,42.27646
"Hackberry, Northern",2,Spring 2024,Fenway/Longwood,-71.08733,42.34083
Honeylocust,5,--,Mission Hill,-71.09885,42.33207
"Elm, American",4,--,Fenway/Longwood,-71.08753,42.34075
"Linden, Littleleaf",31,--,Allston-Brighton,-71.16391,42.35223
"Maple, Red",4,--,South End,-71.07627,42.33911
"Linden, Littleleaf",18,--,South End,-71.07794,42.34035
"Linden, Littleleaf",2,--,South End,-71.06582,42.34678
"Maple, Hedge",2,--,Roslindale,-71.13805,42.28004
"Linden, Littleleaf",12,--,Charlestown,-71.05009,42.37632
Apple/Crabapple,2,--,Roslindale,-71.12432,42.27473
"Maple, Norway",15,--,Roslindale,-71.14111,42.27861
"Maple, Norway 'Crimson King'",12,--,South End,-71.07623,42.33891
Honeylocust,4,--,Roxbury,-71.08624,42.32355
"Maple, Sugar",3,--,Roslindale,-71.12613,42.28725
Crabapple spp.,2,Spring 2023,Allston-Brighton,-71.15901,42.35666
"Planetree, London",9,--,Fenway/Longwood,-71.08868,42.34059
"Oak, Pin",2,--,South End,-71.07617,42.33886
"Maple, Norway",9,--,Dorchester,-71.06406,42.30421
"Cherry, Japanese Flowering",2,--,East Boston,-71.0305,42.37951
"Pagoda Tree, Japanese",6,--,South End,-71.07871,42.33995
Ginkgo,2,--,South End,-71.07054,42.34716
Honeylocust,5,--,Charlestown,-71.06014,42.37598
Honeylocust,3,--,South End,-71.06603,42.34668
Ginkgo,6,--,Mission Hill,-71.09811,42.33501
"Pear, Callery",13,--,Jamaica Plain,-71.10056,42.3134
"Zelkova, Japanese",3,--,Roslindale,-71.12,42.27297
"Cherry, Japanese Flowering",20,--,Dorchester,-71.05936,42.29179
"Lilac, Japanese Tree",2,Spring 2025,Dorchester,-71.06885,42.28137
"Zelkova, Japanese",5,--,Roslindale,-71.1446,42.28161
Ginkgo,12,--,South End,-71.06948,42.34292
"Zelkova, Japanese",3,--,Roslindale,-71.12024,42.27302
Apple/Crabapple,18,--,Jamaica Plain,-71.10989,42.3219
"Linden, Littleleaf",26,--,Dorchester,-71.07089,42.28625
"Maple, Norway",16,--,South End,-71.07667,42.33927
"Ash, Green",11,--,Dorchester,-71.05913,42.29765
"Oak, Swamp White",2,Spring 2021,Roslindale,-71.12639,42.28544
Honeylocust,5,--,South Boston,-71.04545,42.34328
Serviceberry,2,--,Jamaica Plain,-71.11564,42.31966
"Maple, Red",2,--,Roslindale,-71.12064,42.2817
"Linden, Littleleaf",17,--,Dorchester,-71.06899,42.28163
"Pear, Callery",3,--,Roslindale,-71.12483,42.28468
"Elm, Chinese",10,--,Dorchester,-71.07309,42.29961
"Elm, Accolade",6,--,South Boston,-71.05272,42.34471
"Planetree, London",5,--,Central Boston,-71.05241,42.35978
"Pear, Callery",6,--,South End,-71.076,42.33681
"Elm, Accolade",6,--,South Boston,-71.05261,42.34486
"Maple, Norway",20,--,Dorchester,-71.07494,42.27854
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05714,42.35881
"Hophornbeam, Eastern",1,--,Hyde Park,-71.11368,42.25256
"Maple, Silver",4,--,Dorchester,-71.07177,42.3022
"Lilac, Japanese Tree",7,--,Dorchester,-71.05203,42.28153
"Sweetgum, Common",4,--,Dorchester,-71.07183,42.30209
"Planetree, London",18,--,South End,-71.06693,42.34478
"Linden, Littleleaf",2,Spring 2025,Roslindale,-71.11353,42.28341
"Linden, Littleleaf",6,--,Roxbury,-71.0898,42.3296
"Cherry, Yoshino Flowering",2,--,Roslindale,-71.11578,42.28167
Honeylocust,2,--,South End,-71.0759,42.33673
"Linden, Littleleaf",19,--,South End,-71.07715,42.33968
"Oak, Sawtooth",2,Spring 2025,South End,-71.06648,42.34314
"Linden, Littleleaf",11,--,Dorchester,-71.07305,42.29831
"Oak, Pin",2,--,East Boston,-71.03906,42.3767
Ginkgo,3,--,South End,-71.07733,42.34
"Hackberry, Northern",3,--,Roxbury,-71.08788,42.33445
"Oak, Northern Red",2,--,Fenway/Longwood,-71.08715,42.34091
"Planetree, London",12,--,Allston-Brighton,-71.16116,42.35611
"Oak, Willow",3,--,South End,-71.06831,42.34357
Honeylocust,12,--,South End,-71.07645,42.3385
"Cherry, Sweet",1,--,Roslindale,-71.12127,42.28365
Honeylocust,18,--,Roxbury,-71.08546,42.33018
Honeylocust,15,--,South End,-71.06822,42.34347
Honeylocust,5,--,South Boston,-71.04554,42.3432
Honeylocust,5,--,South End,-71.07595,42.33677
"Oak, Northern Red",26,--,Roxbury,-71.08353,42.33255
"Cherry, Yoshino Flowering",3,--,Jamaica Plain,-71.13139,42.30453
"Oak, Pin",6,--,Jamaica Plain,-71.11425,42.32061
"Maple, Norway",15,--,South End,-71.07723,42.33992
"Dogwood, Flowering",1,--,West Roxbury,-71.16262,42.28333
Honeylocust,2,--,Allston-Brighton,-71.13326,42.34761
"Zelkova, Japanese",3,--,South End,-71.07271,42.34707
"Oak, Swamp White",5,--,South End,-71.07422,42.34187
Honeylocust,13,--,Allston-Brighton,-71.12796,42.35241
"Oak, Sawtooth",2,--,Charlestown,-71.0508,42.37676
"Elm, American",40,--,Fenway/Longwood,-71.0973,42.34282
"Maple, Norway 'Crimson King'",12,--,South End,-71.0761,42.3388
"Hophornbeam, Eastern",2,Spring 2025,South End,-71.0766,42.33938
Honeylocust,12,--,Fenway/Longwood,-71.09715,42.34285
"Maple, Norway",7,--,Allston-Brighton,-71.16242,42.35624
"Oak, Pin",6,--,South End,-71.07668,42.33945
"Hornbeam, European",2,--,South End,-71.07414,42.34103
Honeylocust,13,--,Dorchester,-71.07108,42.28614
"Elm, Princeton",7,--,Jamaica Plain,-71.10075,42.31881
Honeylocust,3,--,Dorchester,-71.06524,42.28385
"Ash, Green",13,--,Dorchester,-71.06524,42.2922
Honeylocust,3,--,Dorchester,-71.06517,42.28387
"Linden, Littleleaf",12,--,West Roxbury,-71.14831,42.27897
"Maple, Norway",11,--,Allston-Brighton,-71.12817,42.35243
"Lilac, Japanese Tree",4,--,Roslindale,-71.12965,42.29031
"Oak, Northern Red",10,--,Roxbury,-71.08114,42.33099
Honeylocust,13,--,South End,-71.07652,42.33844
Ginkgo,11,--,South End,-71.06907,42.34314
Honeylocust,7,--,Roslindale,-71.12747,42.28696
"Elm, Accolade",5,--,South End,-71.07709,42.34083
"Zelkova, Japanese",2,--,Jamaica Plain,-71.11433,42.30112
Ginkgo,7,--,Roslindale,-71.12947,42.2865
"Zelkova, Japanese",10,--,South End,-71.07691,42.3382
"Pear, Callery",9,--,Roslindale,-71.11997,42.27338
Honeylocust,5,--,Roslindale,-71.12938,42.28542
Ginkgo,2,Spring 2023,Roslindale,-71.14095,42.28861
"Maple, Red",5,--,South Boston,-71.04797,42.34929
Ginkgo,9,--,Roslindale,-71.12939,42.28672
"Zelkova, Japanese",4,--,West Roxbury,-71.16404,42.28721
"Pagoda Tree, Japanese",4,--,Roslindale,-71.14123,42.28941
Ginkgo,8,--,Roslindale,-71.12928,42.28685
"Zelkova, Japanese Green Vase",2,Fall 2024,Allston-Brighton,-71.16108,42.35609
"Oak, Pin",2,Fall 2022,Back Bay/Beacon Hill,-71.06921,42.35924
"Oak, Pin",14,--,Charlestown,-71.05225,42.37603
"Linden, Bigleaf",24,--,Roslindale,-71.12855,42.29135
"Oak, Willow",5,--,East Boston,-71.00515,42.38711
"Linden, Littleleaf",23,--,Allston-Brighton,-71.14865,42.35406
Honeylocust,12,--,South End,-71.07636,42.33855
"Ash, Green",9,--,South End,-71.06687,42.34492
"Oak, Sawtooth",2,Spring 2025,Fenway/Longwood,-71.08705,42.34096
Ginkgo,7,--,Roslindale,-71.12971,42.2863
"Maple, Silver",4,--,Roslindale,-71.12864,42.28588
Honeylocust,3,--,Roslindale,-71.12753,42.28691
"Oak, Pin",6,--,West Roxbury,-71.16469,42.2772
"Oak, Bur",2,Spring 2024,West Roxbury,-71.1646,42.27722
Ginkgo,7,--,Roslindale,-71.12963,42.28636
Rose-of-Sharon,2,--,West Roxbury,-71.1533,42.29045
"Plum, American",6,--,East Boston,-70.99883,42.38886
"Lilac, Japanese Tree",3,--,West Roxbury,-71.14915,42.29172
Ginkgo,5,--,Roslindale,-71.11867,42.28571
"Oak, Pin",2,--,West Roxbury,-71.15294,42.29131
"Maple, Hedge",4,--,West Roxbury,-71.16624,42.2765
"Oak, Willow",3,--,Roslindale,-71.11886,42.28614
"Maple, Amur",3,--,West Roxbury,-71.14924,42.29168
"Plum, American",2,--,East Boston,-70.99863,42.38898
"Planetree, London",15,--,Roslindale,-71.13296,42.28206
"Ash, Green",12,--,Jamaica Plain,-71.10898,42.32195
Scheduled Planting Site - Fall 2025,0,--,West Roxbury,-71.14957,42.28714
Honeylocust,17,--,South End,-71.07111,42.34175
"Zelkova, Japanese",18,--,Jamaica Plain,-71.10369,42.31045
Honeylocust,5,--,Jamaica Plain,-71.1064,42.32265
"Cherry, Japanese Flowering",14,--,East Boston,-70.99873,42.38892
Scheduled Planting Site - Fall 2025,0,--,South End,-71.07665,42.34046
Honeylocust,13,--,South End,-71.07104,42.34182
Honeylocust,11,--,Roslindale,-71.1388,42.29076
"Oak, Northern Red",4,--,Jamaica Plain,-71.09959,42.32555
"Maple, Norway",23,--,West Roxbury,-71.15295,42.29114
"Linden, Littleleaf",3,--,Jamaica Plain,-71.11552,42.29575
"Oak, Sawtooth",3,--,Jamaica Plain,-71.09953,42.32567
"Maple, Red",3,--,Jamaica Plain,-71.10012,42.32627
Honeylocust,13,--,Jamaica Plain,-71.11179,42.31986
"Planetree, London",9,--,Dorchester,-71.08978,42.29527
"Pear, Callery",5,--,Roxbury,-71.08277,42.30992
"Zelkova, Japanese Green Vase",3,--,Roxbury,-71.08306,42.30902
Honeylocust,6,--,West Roxbury,-71.15212,42.28713
"Pear, Callery",10,--,Roxbury,-71.08301,42.30915
"Zelkova, Japanese Green Vase",3,--,Roxbury,-71.08303,42.30909
"Oak, Northern Red",18,--,Mattapan,-71.09714,42.29107
Honeylocust,14,--,Roxbury,-71.07769,42.31963
"Pear, Callery",4,--,Roxbury,-71.07465,42.32484
Honeylocust,13,--,Roxbury,-71.07769,42.31952
"Pear, Callery",12,--,Roxbury,-71.07607,42.32659
Honeylocust,4,--,Allston-Brighton,-71.14517,42.34165
"Cherry, Japanese Flowering",7,--,Roxbury,-71.07595,42.32649
Honeylocust,7,--,Roxbury,-71.08926,42.32381
"Maple, Red",13,--,Mattapan,-71.10015,42.27108
"Planetree, London",13,--,Roxbury,-71.09592,42.32746
"Linden,Littleleaf 'Greenspire'",2,--,Roxbury,-71.08189,42.32134
Ginkgo,17,--,Roslindale,-71.13557,42.29397
Honeylocust,15,--,Roxbury,-71.07924,42.32127
"Pear, Callery",3,--,Mission Hill,-71.11189,42.33122
Honeylocust,4,--,Dorchester,-71.06192,42.32349
"Cedar, Red",3,--,Allston-Brighton,-71.15534,42.35349
"Maple, Norway",11,--,Roxbury,-71.07173,42.32371
Honeylocust,21,--,Roxbury,-71.0849,42.31726
"Maple, Hedge",9,--,Roxbury,-71.08933,42.31904
"Maple, Red",8,--,Allston-Brighton,-71.17182,42.3536
"Linden, Littleleaf",12,--,Roxbury,-71.08422,42.3256
"Planetree, London",12,--,Allston-Brighton,-71.15858,42.34892
"Maple, Red",3,--,Roslindale,-71.14119,42.28705
Honeylocust,11,--,Roxbury,-71.08921,42.32387
Honeylocust,4,--,Roxbury,-71.08135,42.33226
"Linden, Silver",3,--,Allston-Brighton,-71.14103,42.34599
"Linden, Littleleaf",15,--,Allston-Brighton,-71.14095,42.34613
"Cedar, Red",3,--,Allston-Brighton,-71.15534,42.3535
"Zelkova, Japanese",2,--,Mission Hill,-71.09677,42.33183
"Maple, Red",8,--,South End,-71.07497,42.34161
"Elm, American",4,--,Mission Hill,-71.0995,42.33603
"Honeylocust, Thornless",2,Spring 2023,Dorchester,-71.071,42.28866
"Planetree, London",8,--,Dorchester,-71.07154,42.28336
"Maple, Red",7,--,South End,-71.06683,42.34458
Honeylocust,20,--,Dorchester,-71.06489,42.28728
Honeylocust,12,--,Dorchester,-71.07124,42.28568
"Linden, Littleleaf",29,--,Dorchester,-71.05693,42.28316
"Pear, Callery",11,--,South End,-71.07508,42.339
"Cherry, Autumnalis",2,--,Dorchester,-71.05927,42.2976
"Coffeetree, Kentucky",2,--,Dorchester,-71.06503,42.28345
Honeylocust,14,--,Dorchester,-71.06168,42.29536
"Linden, Littleleaf",19,--,South End,-71.07784,42.34026
"Coffeetree, Kentucky",3,--,Fenway/Longwood,-71.09947,42.33635
Apple/Crabapple,13,--,Jamaica Plain,-71.10992,42.32195
"Maple, Norway",9,--,Dorchester,-71.07487,42.27876
"Oak, Chinkapin",2,Spring 2025,West Roxbury,-71.1483,42.27943
"Oak, Pin",11,--,West Roxbury,-71.14845,42.27931
"Serviceberry, Cumulus",2,Fall 2024,Jamaica Plain,-71.10751,42.3248
"Linden, Littleleaf",1,--,Dorchester,-71.05827,42.30793
"Cherry, Autumnalis",2,Fall 2022,Dorchester,-71.06406,42.31043
"Linden, Littleleaf",9,--,South End,-71.07654,42.34038
Apple/Crabapple,8,--,West Roxbury,-71.14931,42.29165
"Maple, Red",3,--,Jamaica Plain,-71.10014,42.32621
Goldenrain Tree,8,--,Jamaica Plain,-71.11176,42.32097
Ginkgo,19,--,Dorchester,-71.06908,42.2981
"Linden, Littleleaf",7,--,Jamaica Plain,-71.11684,42.29521
"Oak, Swamp White",3,--,Dorchester,-71.07175,42.29083
"Zelkova, Japanese",9,--,Dorchester,-71.06767,42.31808
Honeylocust,11,--,Dorchester,-71.06595,42.3175
"Oak, Northern Red",2,--,Jamaica Plain,-71.11637,42.29408
"Planetree, London",5,--,Dorchester,-71.08984,42.2952
"Lilac, Japanese Tree",2,--,Dorchester,-71.0706,42.29765
Honeylocust,14,--,Charlestown,-71.06025,42.37134
"Elm, English",63,--,Dorchester,-71.08549,42.29411
"Basswood, American",19,--,Charlestown,-71.06236,42.37944
"Cherry, Japanese Flowering",4,--,Dorchester,-71.08002,42.30819
Empty Pit/Planting Site,0,--,Dorchester,-71.07341,42.2992
"Ash, Green",18,--,Dorchester,-71.08701,42.29724
"Oak, Pin",2,Fall 2022,Dorchester,-71.09016,42.28768
"Pear, Callery",8,--,Jamaica Plain,-71.11777,42.29168
"Oak, Pin",9,--,Dorchester,-71.09028,42.28781
"Ash, Green",16,--,Dorchester,-71.08699,42.29734
"Oak, Swamp White",3,--,Roslindale,-71.11694,42.27396
"Linden, Silver",4,--,Dorchester,-71.07532,42.30394
"Maple, Hedge",8,--,Dorchester,-71.0602,42.29217
"Maple, Red",5,--,Roslindale,-71.14533,42.28788
Ginkgo,33,--,Dorchester,-71.0689,42.29826
"Maple, Silver",2,--,Jamaica Plain,-71.11772,42.29196
"Ash, Green",15,--,Dorchester,-71.06473,42.31272
"Crabapple, Golden Raindrops",7,--,Hyde Park,-71.11369,42.25251
Honeylocust,10,--,Dorchester,-71.06572,42.31738
"Oak, Pin",3,--,Jamaica Plain,-71.11153,42.29892
Honeylocust,3,--,Roslindale,-71.11681,42.27414
Elm,10,--,Dorchester,-71.05667,42.3195
"Oak, Sawtooth",4,--,Hyde Park,-71.12083,42.25599
Honeylocust,12,--,Charlestown,-71.06024,42.37126
Honeylocust,12,--,Charlestown,-71.0623,42.37952
Honeylocust,10,--,Charlestown,-71.06029,42.37117
Honeylocust,2,--,Roslindale,-71.11664,42.27437
"Maple, Hedge",8,--,Hyde Park,-71.12232,42.25626
"Maple, Red",5,--,Roslindale,-71.12788,42.27216
"Cherry, Yoshino Flowering",9,--,Dorchester,-71.06101,42.32228
"Maple, Red",3,--,Dorchester,-71.06887,42.28585
Honeylocust,4,--,Dorchester,-71.06198,42.32353
"Pear, Callery",5,--,Roxbury,-71.08273,42.30987
"Maple, Hedge",7,--,Hyde Park,-71.1223,42.25617
"Oak, Swamp White",3,--,Roslindale,-71.11653,42.27451
"Linden, Littleleaf",5,--,Hyde Park,-71.12339,42.25927
Tree of Heaven,2,--,Allston-Brighton,-71.13335,42.34906
"Maple, Norway",23,--,Roxbury,-71.08975,42.31062
"Oak, Sawtooth",3,--,Fenway/Longwood,-71.09872,42.34328
"Ash, Green",14,--,Dorchester,-71.0864,42.29916
"Ash, Green",11,--,Allston-Brighton,-71.14234,42.34935
"Zelkova, Japanese",18,--,Mattapan,-71.09535,42.27776
"Cherry, Okame",4,--,Mattapan,-71.08521,42.27665
"Pear, Callery",5,--,Roxbury,-71.07459,42.32475
"Oak, Northern Red",22,--,Mattapan,-71.09692,42.29121
"Maple, Red",7,--,Roslindale,-71.12538,42.28756
"Linden, Silver",2,--,Roxbury,-71.08186,42.32126
Honeylocust,14,--,Mattapan,-71.09685,42.27886
Hydrangea,2,--,Roxbury,-71.08194,42.32152
"Oak, English",5,--,Roxbury,-71.07603,42.32655
"Sycamore, American",24,--,Mattapan,-71.09867,42.28256
"Linden, Littleleaf",12,--,Roxbury,-71.08353,42.32616
"Sycamore, American",31,--,Mattapan,-71.09857,42.28256
Honeylocust,9,--,Roxbury,-71.08912,42.32397
"Planetree, London",8,--,Allston-Brighton,-71.14155,42.35202
"Maple, Norway 'Crimson King'",20,--,Allston-Brighton,-71.15533,42.35347
Honeylocust,12,--,Allston-Brighton,-71.13049,42.34894
"Ash, White",12,--,Roxbury,-71.08196,42.32097
"Pear, Callery",15,--,Allston-Brighton,-71.14069,42.34479
